scheme_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,returns_10yr
Kotak FMP – Series 248 – 1300Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.84-1247Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXX – Sr.14,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Series 74 – 9 Years Plan U-DirGrowth,3.0,Debt,Fixed Maturity Plans,5.0,6.2,7.6,12.38
ICICI Pru FMP – Sr.85-1168Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.85-1175Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 250 – 1314Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 3 (1179Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Aditya Birla SL FTP – Series SN – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 265 – 1194Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
HSBC FTS – Series 139 – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 252 – 1261Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 226 – 1470 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXX – Sr.15,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXIX – Sr.8,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 259 – 1265Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 2 (1178Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXIX – Sr.9,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.6,6.9,10.9,12.38
HDFC FMP-1381Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 257 – 1267Days,3.0,Debt,Fixed Maturity Plans,1.7,32.1,13.5,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.8,6.9,10.9,12.38
ICICI Pru FMP – Sr.84-1254Days,3.0,Debt,Fixed Maturity Plans,1.7,32.1,13.5,12.38
Kotak FMP – Series 261 – 1265Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.7,6.7,10.9,12.38
Aditya Birla SL FTP – Series PU – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 253 – 1260Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Aditya Birla SL FTP – Series PV – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 255 – 1250Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 254 – 1250Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
L&T FMP – Series XVII – Plan B – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
HDFC FMP-1372Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-FTI – Series XXXI-VI(1167Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
HDFC FMP-1100Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XXXX – Sr.17,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.6,6.9,10.9,12.38
Kotak FMP – Series 251 – 1265Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru FMP – Sr.85-1143Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.6,6.7,10.9,12.38
Franklin India Pension Plan – Direct Growth,3.0,Solution Oriented,Retirement Funds,4.4,10.9,7.5,9.8
Kotak FMP – Series 263 – 1203Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-FTI – Series XXXI-VIII(1153Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak Global Emerging Market Fund,3.0,Other,FoFs Overseas,-7.4,13.4,2.4,8.74
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.0,6.8,10.9,12.38
DSP FMP – Series 251 – 38Mth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,4.8,6.8,10.9,12.38
Aditya Birla SL Tax Plan – Direct Growth,3.0,Equity,ELSS Mutual Funds,-4.1,15.3,4.8,10.51
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.6,6.6,10.9,12.38
UTI-FTI – Series XXXI-XI(1169Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,4.9,6.7,10.9,12.38
HDFC FMP – 3360Days,3.0,Debt,Fixed Maturity Plans,4.7,5.7,7.2,12.38
SBI Debt Fund,3.0,Debt,Fixed Maturity Plans,5.1,6.6,10.9,12.38
Bandhan GSF Constant Maturity Plan – Direct Growth,3.0,Debt,Gilt Fund with 10 year Constant duration,2.9,4.7,8.2,8.4
PGIM India FDF – Sr.BA – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Nivesh Lakshya Fund,3.0,Debt,Long Duration Funds,5.2,4.9,10.9,10.42
SBI Magnum Constant Maturity Fund,3.0,Debt,Gilt Fund with 10 year Constant duration,3.7,4.9,7.8,8.42
Aditya Birla SL MNC Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-4.7,11.6,4.7,11.27
IDFC FTP – Sr.152,3.0,Debt,Fixed Maturity Plans,1.2,30.7,13.0,12.38
HSBC Global Emerging Markets Fund,3.0,Other,FoFs Overseas,-12.4,12.9,2.7,8.74
Nippon India Retirement Fund,3.0,Solution Oriented,Retirement Funds,4.0,8.4,7.4,9.81
DSP World Agriculture Fund,3.0,Other,FoFs Overseas,-11.1,11.1,4.7,8.71
Aditya Birla SL Credit Risk Fund,3.0,Debt,Credit Risk Funds,8.7,9.0,7.2,7.21
ICICI Pru Long Term Bond Fund,3.0,Debt,Long Duration Funds,3.7,4.4,7.1,9.66
Nippon India Japan Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-2.8,13.6,5.4,11.13
Nippon India Japan Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-2.8,13.6,5.4,11.13
DSP 10Y G-Sec – Dir Growth,3.0,Debt,Gilt Fund with 10 year Constant duration,2.8,3.5,6.4,8.32
Invesco India – Invesco PEE Fund,3.0,Other,FoFs Overseas,14.1,25.0,6.2,8.67
JM Dynamic Bond Fund,3.0,Debt,Dynamic Bond,4.8,6.0,6.1,8.9
Franklin India Dynamic Accrual – Dir (G)(Wound up),3.0,Debt,Dynamic Bond,1.7,32.4,13.3,9.14
L&T Ultra Short Term Fund,3.0,Debt,Ultra Short Duration Funds,1.7,32.4,13.3,8.82
Invesco India Arbitrage Fund,3.0,Hybrid,Arbitrage Mutual Funds,6.4,5.0,5.6,6.73
Nippon India Interval Fund,3.0,Debt,Fixed Maturity Plans,5.4,4.7,5.8,12.38
Bank of India Ultra Short Duration Fund,3.0,Debt,Ultra Short Duration Funds,5.2,4.7,5.7,8.68
Franklin India Credit Risk Fund,3.0,Debt,Credit Risk Funds,3.8,8.8,5.8,7.75
HDFC Arbitrage Fund,3.0,Hybrid,Arbitrage Mutual Funds,5.6,4.5,5.2,6.58
Edelweiss ASEAN Equity Off-Shore Fund,3.0,Other,FoFs Overseas,2.4,19.0,3.8,8.68
Edelweiss Liquid Fund,3.0,Debt,Liquid Mutual Funds,5.6,4.4,5.4,6.33
Nippon India Interval Fund,3.0,Debt,Fixed Maturity Plans,6.1,4.5,5.5,12.38
Navi Liquid Fund,3.0,Debt,Liquid Mutual Funds,5.6,4.2,5.2,6.34
UTI-Fixed Income Interval – Annual-Sr.III -Dir Growth,3.0,Debt,Fixed Maturity Plans,5.3,4.2,4.9,12.38
Canara Robeco Liquid Fund,3.0,Debt,Liquid Mutual Funds,5.7,4.1,5.2,6.44
UTI-Fixed Income Interval – Annual-Sr.II -Dir Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
DSP World Energy Fund,3.0,Other,FoFs Overseas,10.1,28.0,6.9,8.92
UTI-Fixed Income Interval – Annual-Sr.IV -DirGrowth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Aditya Birla SL Interval Income-Qrtly-Sr.I-Dir Growth,3.0,Debt,Fixed Maturity Plans,6.8,4.4,5.3,12.38
Nippon India Interval Fund,3.0,Debt,Fixed Maturity Plans,5.4,3.9,5.0,12.38
Franklin Asian Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-6.5,9.1,2.3,10.87
Nippon India Interval Fund,3.0,Debt,Fixed Maturity Plans,5.9,4.1,5.1,12.38
Nippon India Interval Fund,3.0,Debt,Fixed Maturity Plans,6.1,4.0,5.1,12.38
UTI-Fixed Income Interval – Qrtly-Sr.III – Dir Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-Fixed Income Interval -Sr.II-Qrtly VI – DirGrowth,3.0,Debt,Fixed Maturity Plans,5.4,3.8,5.0,12.38
JM Arbitrage Fund,3.0,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5,6.59
JM Arbitrage Fund,3.0,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5,6.59
JM Arbitrage Fund,3.0,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5,6.59
JM Arbitrage Fund,3.0,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5,6.59
UTI-Fixed Income Interval – Qrtly-Sr.I – Dir Growth,3.0,Debt,Fixed Maturity Plans,5.5,3.8,4.8,12.38
Franklin India STI – Direct (G) (Wound up),3.0,Debt,Short Duration Funds,4.7,7.7,5.4,7.58
UTI-Fixed Income Interval -Sr.II-Qrtly V – Dir Growth,3.0,Debt,Fixed Maturity Plans,5.4,3.8,4.8,12.38
Nippon India Interval Fund,3.0,Debt,Fixed Maturity Plans,5.7,3.7,5.0,12.38
UTI-Fixed Income Interval -Sr.II-Qrtly IV – DirGrowth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-Fixed Income Interval – Annual-Sr.I – Dir Growth,3.0,Debt,Fixed Maturity Plans,4.9,5.3,4.5,12.38
UTI-Fixed Income Interval – Half Yrly-Sr.I-DirGrowth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-Fixed Income Interval -Sr.II-Qrtly VII -DirGrowth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-Fixed Income Interval-Monthly-Sr.I-Dir Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-Fixed Income Interval-Monthly-Sr.II-DirGrowth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-Fixed Income Interval – Half Yrly-Sr.II-DirGrowth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Edelweiss Emerging Markets Opportunities Equity Offshore Fund,3.0,Other,FoFs Overseas,-6.2,7.6,1.6,8.77
Aditya Birla SL Global Excellence Equity Fund,3.0,Other,FoFs Overseas,-3.5,16.5,5.5,8.71
Franklin India Feeder – TEO Fund,3.0,Other,FoFs Overseas,2.3,15.4,-0.5,8.6
PGIM India Emerging Markets Equity Fund,3.0,Other,FoFs Overseas,-19.0,2.9,-2.9,8.71
HSBC Brazil Fund,3.0,Other,FoFs Overseas,-16.1,4.5,-6.2,8.64
ITI Multi Cap Fund,3.0,Equity,Multi Cap Funds,6.7,20.5,10.9,11.81
SBI CPO Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,3.9,9.1,10.9,10.14
Aditya Birla SL FTP – Series SO – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 6 (3668Days,3.0,Debt,Fixed Maturity Plans,4.5,5.9,10.9,12.38
UTI-FTI – Series XXXI-XIV(1111Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
DSP Quant Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-4.3,21.2,10.9,11.29
SBI FMP – Series 7 (1175Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
UTI-FTI – Series XXXI-XV(1099Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 8 (1178Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
ICICI Pru MNC Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,1.3,33.0,10.9,11.29
Nippon India Fixed Horizon – XLI – Sr.10,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XLI – Sr.11,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI CPO Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,3.8,9.2,10.9,10.13
UTI-FTI – Series XXXII-I(1126Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Quantum India ESG Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-0.7,26.0,10.9,11.29
Aditya Birla SL Pharma & Healthcare Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-9.2,19.2,10.9,11.29
UTI-FTI – Series XXXII-II(1111Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 9 (1178Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Nippon India Fixed Horizon – XLI – Sr.12,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 10 (1178Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 11 (1178Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 12 (1179Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 13 (1108Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 14 (1102Days,3.0,Debt,Fixed Maturity Plans,5.3,6.9,10.9,12.38
SBI FMP – Series 15 (1123Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 16 (1116Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 17 (1116Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI CPO Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,3.9,9.7,10.9,10.12
SBI FMP – Series 18 (1108Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI CPO Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,4.0,9.6,10.9,10.12
ICICI Pru Global Advantage Fund,3.0,Other,FoFs Overseas,-2.1,11.2,10.9,8.73
ICICI Pru Commodities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,8.7,57.1,10.9,11.56
Nippon India Equity Hybrid Fund,3.0,Hybrid,Aggressive Hybrid Mutual Funds,3.75,18.85,10.9,11.03
Nippon India Equity Savings Fund,3.0,Hybrid,Equity Savings Mutual Funds,3.75,18.85,10.9,9.29
Nippon India Equity Savings Fund,3.0,Hybrid,Equity Savings Mutual Funds,3.75,18.85,10.9,9.29
SBI FMP – Series 19 (1115Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 20 (1109Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak Pioneer Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,33.7,10.9,11.29
SBI FMP – Series 21 (1109Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 22 (1106Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 23 (1106Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 24 (1107Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 25 (1120Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 26 (1112Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Aditya Birla SL Credit Risk Fund,3.0,Debt,Credit Risk Funds,1.7,32.4,13.3,7.89
Aditya Birla SL Credit Risk Fund,3.0,Debt,Credit Risk Funds,1.7,32.4,13.3,7.89
Aditya Birla SL Dynamic Bond Fund,3.0,Debt,Dynamic Bond,1.7,32.4,13.3,9.14
Aditya Birla SL Medium Term Plan-SegPF1-DirGrowth,3.0,Debt,Medium Duration Funds,1.7,32.4,13.3,8.76
JM Overnight Fund,3.0,Debt,Overnight Mutual Funds,5.3,3.9,10.9,10.27
Aditya Birla SL PSU Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,16.5,33.5,10.9,11.29
BHARAT Bond FOF – April 2030 – Direct Growth,3.0,Other,FoFs Domestic,3.9,7.5,10.9,10.88
ICICI Pru FMP – Sr.87-1214Days,3.0,Debt,Fixed Maturity Plans,5.2,7.3,10.9,12.38
Tata Quant Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,4.1,14.5,10.9,11.27
SBI FMP – Series 27 (1203Days,3.0,Debt,Fixed Maturity Plans,4.9,7.2,10.9,12.38
ICICI Pru FMP – Sr.87-1174Days,3.0,Debt,Fixed Maturity Plans,5.2,7.3,10.9,12.38
AXIS ESG Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-6.2,19.0,10.9,11.29
SBI CPO Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,3.9,8.8,10.9,10.14
Franklin India CRF-SP2 – Dir (G) (Wound up),3.0,Debt,Credit Risk Funds,6.2,18.85,10.9,8.01
Franklin India DAF-SP2-Dir (G) (Wound up),3.0,Debt,Dynamic Bond,6.2,18.85,10.9,9.08
Franklin India LDF-SP2-Dir Growth,3.0,Debt,Low Duration Funds,3.75,18.85,10.9,7.5
Franklin India Income Oppt-SP2-Dir (G) (Wound up),3.0,Debt,Medium Duration Funds,6.2,18.85,10.9,8.33
Franklin India STI-RP-SP2-Dir(G) (Wound up),3.0,Debt,Short Duration Funds,6.2,18.85,10.9,7.71
UTI-CCF Investment Plan – (Scholarship) – Direct,3.0,Solution Oriented,Childrens Funds,-3.6,24.2,10.9,10.64
UTI-CCF Savings Plan – Direct Growth,3.0,Solution Oriented,Childrens Funds,1.6,14.2,10.9,10.5
Edelweiss US Technology Equity Fund,3.0,Other,FoFs Overseas,-10.8,20.6,10.9,8.73
SBI FMP – Series 28 (1163Days,3.0,Debt,Fixed Maturity Plans,5.0,7.2,10.9,12.38
Tata Multi Asset Opportunities Fund,3.0,Hybrid,Multi Asset Allocation Mutual Funds,5.7,22.7,10.9,10.73
Union Midcap Fund,3.0,Equity,Mid Cap Mutual Funds,1.6,18.85,10.9,12.09
SBI CPO Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,3.9,18.85,10.9,10.15
ICICI Pru FMP – Sr.87-1141Days,3.0,Debt,Fixed Maturity Plans,4.8,6.9,10.9,12.38
Nippon India CPO Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,1.2,18.85,10.9,10.15
SBI FMP – Series 31 (1160Days,3.0,Debt,Fixed Maturity Plans,5.0,6.8,10.9,12.38
Nippon India Fixed Horizon – XLII – Sr.4,3.0,Debt,Fixed Maturity Plans,5.1,6.8,10.9,12.38
UTI-FTI – Series XXXIII-I(1135Days,3.0,Debt,Fixed Maturity Plans,4.9,7.0,10.9,12.38
ITI Large Cap Fund,3.0,Equity,Large Cap Mutual Funds,2.1,18.85,10.9,11.27
HSBC Nifty 50 Index Fund,3.0,Other,Index Funds,-0.1,18.85,10.9,10.97
HSBC Nifty Next 50 Index Fund,3.0,Other,Index Funds,-6.3,18.85,10.9,10.97
Motilal Oswal S&P 500 Index Fund,3.0,Other,Index Funds,-2.0,18.85,10.9,10.97
SBI FMP – Series 32 (1140Days,3.0,Debt,Fixed Maturity Plans,4.8,18.85,10.9,12.38
SBI FMP – Series 33 (1128Days,3.0,Debt,Fixed Maturity Plans,4.8,18.85,10.9,12.38
SBI FMP – Series 34 (3682Days,3.0,Debt,Fixed Maturity Plans,4.5,18.85,10.9,12.38
Mirae Asset Arbitrage Fund,3.0,Hybrid,Arbitrage Mutual Funds,5.5,18.85,10.9,6.72
Bank of India Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,-0.6,18.85,10.9,11.1
HSBC Focused Fund,3.0,Equity,Focused Funds,-1.1,18.85,10.9,11.03
JM Liquid Fund,3.0,Debt,Liquid Mutual Funds,3.75,18.85,10.9,6.37
JM Liquid Fund,3.0,Debt,Liquid Mutual Funds,3.75,18.85,10.9,6.37
JM Liquid Fund,3.0,Debt,Liquid Mutual Funds,3.75,18.85,10.9,6.37
Motilal Oswal Multi Asset Fund,3.0,Hybrid,Multi Asset Allocation Mutual Funds,1.2,18.85,10.9,10.68
BHARAT Bond FOF – April 2031 – Direct Growth,3.0,Other,FoFs Domestic,3.4,18.85,10.9,10.9
Nippon India Multi Asset Fund,3.0,Hybrid,Multi Asset Allocation Mutual Funds,4.0,18.85,10.9,10.68
Mahindra Manulife Arbitrage Fund,3.0,Hybrid,Arbitrage Mutual Funds,4.9,18.85,10.9,6.72
Baroda BNP Paribas Large & Mid Cap Fund,3.0,Equity,Large & Mid Cap Funds,-0.5,18.85,10.9,11.59
AXIS Global Equity Alpha Fund,3.0,Other,FoFs Overseas,-0.4,18.85,10.9,8.73
Invesco India Focused 20 Equity Fund,3.0,Equity,Focused Funds,-7.2,18.85,10.9,11.03
Mirae Asset Equity Allocator Fund,3.0,Other,FoFs Domestic,0.1,18.85,10.9,10.9
SBI Magnum Children’s Benefit Fund,3.0,Solution Oriented,Childrens Funds,2.1,18.85,10.9,10.58
ICICI Pru ESG Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,0.7,18.85,10.9,11.29
Nippon India Nifty Smallcap 250 Index Fund,3.0,Other,Index Funds,-4.8,18.85,10.9,10.97
Aditya Birla SL Special Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-4.6,18.85,10.9,11.29
Edelweiss MSCI I D & W H 45 Index Fund,3.0,Other,Index Funds,-6.9,18.85,10.9,10.97
Mirae Asset Nifty 100 ESG Sector Leaders Fund,3.0,Other,FoFs Domestic,-4.5,18.85,10.9,10.9
Quant ESG Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,7.2,18.85,10.9,11.29
Mahindra Manulife Focused Fund,3.0,Equity,Focused Funds,6.0,18.85,10.9,11.03
Union Hybrid Equity Fund,3.0,Hybrid,Aggressive Hybrid Mutual Funds,0.2,18.85,10.9,11.03
DSP Value Fund,3.0,Equity,Value Funds,1.6,18.85,10.9,11.32
Mirae Asset Banking&Financial Services Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,8.0,18.85,10.9,11.29
Kotak ESG Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-4.7,18.85,10.9,11.29
ICICI Pru Quant Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,0.8,18.85,10.9,11.29
HDFC Dividend Yield Fund,3.0,Equity,Dividend Yield Funds,7.7,18.85,10.9,11.45
Aditya Birla SL ESG Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-8.4,18.85,10.9,11.29
UTI-Small Cap Fund,3.0,Equity,Small Cap Mutual Funds,-0.1,18.85,10.9,11.49
Invesco India-Invesco GCT Fund,3.0,Other,FoFs Overseas,-21.2,18.85,10.9,8.73
AXIS Special Situations Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-7.2,18.85,10.9,11.29
Kotak International REIT FOF – Direct Growth,3.0,Other,FoFs Overseas,-10.6,18.85,10.9,8.73
Nippon India Passive Flexicap FoF – Direct Growth,3.0,Other,FoFs Domestic,-0.9,18.85,10.9,10.9
ICICI Pru Business Cycle Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,7.6,18.85,10.9,11.29
Kotak NASDAQ 100 Fund,3.0,Other,FoFs Overseas,-3.7,18.85,10.9,8.73
PGIM India Balanced Advantage Fund,3.0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.6,18.85,10.9,9.98
Nippon India Asset Allocator FoF – Direct Growth,3.0,Other,FoFs Domestic,7.5,18.85,10.9,10.9
SBI Retirement Benefit Fund,3.0,Solution Oriented,Retirement Funds,6.8,18.85,10.9,9.79
SBI Retirement Benefit Fund,3.0,Solution Oriented,Retirement Funds,5.8,18.85,10.9,9.76
SBI Retirement Benefit Fund,3.0,Solution Oriented,Retirement Funds,5.7,18.85,10.9,9.76
SBI Retirement Benefit Fund,3.0,Solution Oriented,Retirement Funds,5.8,18.85,10.9,9.76
AXIS Greater China Equity Fund,3.0,Other,FoFs Overseas,-0.1,18.85,10.9,8.73
Nippon India Nifty 50 Value 20 Index Fund,3.0,Other,Index Funds,1.2,18.85,10.9,10.97
Nippon India Nifty Midcap 150 Index Fund,3.0,Other,Index Funds,4.7,18.85,10.9,10.97
UTI-Nifty200 Momentum 30 Index Fund,3.0,Other,Index Funds,-8.8,18.85,10.9,10.97
ITI Mid Cap Fund,3.0,Equity,Mid Cap Mutual Funds,6.3,18.85,10.9,12.09
Kotak Nifty Next 50 Index Fund,3.0,Other,Index Funds,-5.5,18.85,10.9,10.97
HSBC Global Equity Climate Change FoF – Dir Growth,3.0,Other,FoFs Overseas,-4.1,18.85,10.9,8.73
Motilal Oswal AAP Fund,3.0,Other,FoFs Domestic,0.9,18.85,10.9,10.9
Motilal Oswal AAP Fund,3.0,Other,FoFs Domestic,2.0,18.85,10.9,10.9
Invesco India ESG Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-8.6,18.85,10.9,11.29
SBI International Access – US Equity FoF – Dir Growth,3.0,Other,FoFs Overseas,-7.7,18.85,10.9,8.73
Bandhan CRISIL IBX Gilt June 2027 Index Fund,3.0,Other,Index Funds,3.2,18.85,10.9,10.97
Bandhan CRISIL IBX Gilt April 2028 Index Fund,3.0,Other,Index Funds,3.7,18.85,10.9,10.97
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 IF-Dir Growth,3.0,Other,Index Funds,3.0,18.85,10.9,10.97
Aditya Birla SL Nifty Midcap 150 IF – Dir Growth,3.0,Other,Index Funds,4.6,18.85,10.9,10.97
Aditya Birla SL Nifty Smallcap 50 IF – Dir Growth,3.0,Other,Index Funds,-13.0,18.85,10.9,10.97
ICICI Pru Nifty 100 Low Volatility 30 ETF FOF – Direct Growth,3.0,Other,FoFs Domestic,2.9,18.85,10.9,10.9
